ID,Survey,Var Type,Timepoint,Question,Response
2,PO Fit,BS,0,1,4
2,PO Fit,BS,0,2,4
2,PO Fit,BS,0,3,4
2,WFC,BS,0,1,4
2,WFC,BS,0,2,4
2,WFC,BS,0,3,4
2,WFC,BS,0,4,3
2,WFC,BS,0,5,4
2,WFC,BS,0,6,3
3,CSE,BS,0,1,5
3,CSE,BS,0,2,1
3,CSE,BS,0,3,5
3,CSE,BS,0,4,1
3,CSE,BS,0,5,5
3,CSE,BS,0,6,1
3,CSE,BS,0,7,4
3,CSE,BS,0,8,1
3,CSE,BS,0,9,4
3,CSE,BS,0,10,1
3,CSE,BS,0,11,5
3,CSE,BS,0,12,1
3,ProIdent,BS,0,1,4
3,ProIdent,BS,0,2,6
3,ProIdent,BS,0,3,6
3,Motivation,BS,0,1,7
3,Motivation,BS,0,2,7
3,Motivation,BS,0,3,7
3,Motivation,BS,0,4,7
3,LMX,BS,0,1,5
3,LMX,BS,0,2,5
3,LMX,BS,0,3,5
3,LMX,BS,0,4,5
3,LMX,BS,0,5,3
3,LMX,BS,0,6,5
3,LMX,BS,0,7,4
3,Volunteer,BS,0,1,3
3,Volunteer,BS,0,2,3
3,Volunteer,BS,0,3,3
3,Volunteer,BS,0,4,3
3,Volunteer,BS,0,5,3
3,PO Fit,BS,0,1,5
3,PO Fit,BS,0,2,5
3,PO Fit,BS,0,3,5
3,WFC,BS,0,1,3
3,WFC,BS,0,2,1
3,WFC,BS,0,3,3
3,WFC,BS,0,4,3
3,WFC,BS,0,5,1
3,WFC,BS,0,6,1
4,CSE,BS,0,1,4
4,CSE,BS,0,2,4
4,CSE,BS,0,3,4
4,CSE,BS,0,4,4
4,CSE,BS,0,5,4
4,CSE,BS,0,6,2
4,CSE,BS,0,7,4
4,CSE,BS,0,8,2
4,CSE,BS,0,9,4
4,CSE,BS,0,10,2
4,CSE,BS,0,11,5
4,CSE,BS,0,12,3
4,ProIdent,BS,0,1,6
4,ProIdent,BS,0,2,6
4,ProIdent,BS,0,3,6
4,Motivation,BS,0,1,6
4,Motivation,BS,0,2,6
4,Motivation,BS,0,3,6
4,Motivation,BS,0,4,6
4,LMX,BS,0,1,4
4,LMX,BS,0,2,3
4,LMX,BS,0,3,4
4,LMX,BS,0,4,5
4,LMX,BS,0,5,5
4,LMX,BS,0,6,5
4,LMX,BS,0,7,5
4,Volunteer,BS,0,1,4
4,Volunteer,BS,0,2,4
4,Volunteer,BS,0,3,4
4,Volunteer,BS,0,4,4
4,Volunteer,BS,0,5,4
4,PO Fit,BS,0,1,2
4,PO Fit,BS,0,2,2
4,PO Fit,BS,0,3,4
4,WFC,BS,0,1,4
4,WFC,BS,0,2,2
4,WFC,BS,0,3,3
4,WFC,BS,0,4,2
4,WFC,BS,0,5,2
4,WFC,BS,0,6,1
5,CSE,BS,0,1,5
5,CSE,BS,0,2,4
5,CSE,BS,0,3,4
5,CSE,BS,0,4,3
5,CSE,BS,0,5,4
5,CSE,BS,0,6,4
5,CSE,BS,0,7,4
5,CSE,BS,0,8,4
5,CSE,BS,0,9,5
5,CSE,BS,0,10,2
5,CSE,BS,0,11,5
5,CSE,BS,0,12,2
5,ProIdent,BS,0,1,6
5,ProIdent,BS,0,2,6
5,ProIdent,BS,0,3,7
5,Motivation,BS,0,1,6
5,Motivation,BS,0,2,7
5,Motivation,BS,0,3,7
5,Motivation,BS,0,4,4
5,LMX,BS,0,1,4
5,LMX,BS,0,2,4
5,LMX,BS,0,3,4
5,LMX,BS,0,4,5
5,LMX,BS,0,5,5
5,LMX,BS,0,6,5
5,LMX,BS,0,7,4
5,Volunteer,BS,0,1,5
5,Volunteer,BS,0,2,5
5,Volunteer,BS,0,3,5
5,Volunteer,BS,0,4,5
5,Volunteer,BS,0,5,5
5,PO Fit,BS,0,1,4
5,PO Fit,BS,0,2,4
5,PO Fit,BS,0,3,4
5,WFC,BS,0,1,5
5,WFC,BS,0,2,3
5,WFC,BS,0,3,1
5,WFC,BS,0,4,4
5,WFC,BS,0,5,3
5,WFC,BS,0,6,1
6,CSE,BS,0,1,5
6,CSE,BS,0,2,1
6,CSE,BS,0,3,5
6,CSE,BS,0,4,2
6,CSE,BS,0,5,4
6,CSE,BS,0,6,3
6,CSE,BS,0,7,5
6,CSE,BS,0,8,1
6,CSE,BS,0,9,5
6,CSE,BS,0,10,1
6,CSE,BS,0,11,5
6,CSE,BS,0,12,1
6,ProIdent,BS,0,1,6
6,ProIdent,BS,0,2,6
6,ProIdent,BS,0,3,6
6,Motivation,BS,0,1,3
6,Motivation,BS,0,2,4
6,Motivation,BS,0,3,5
6,Motivation,BS,0,4,5
6,LMX,BS,0,1,5
6,LMX,BS,0,2,5
6,LMX,BS,0,3,4
6,LMX,BS,0,4,5
6,LMX,BS,0,5,2
6,LMX,BS,0,6,4
6,LMX,BS,0,7,4
6,Volunteer,BS,0,1,5
6,Volunteer,BS,0,2,5
6,Volunteer,BS,0,3,5
6,Volunteer,BS,0,4,4
6,Volunteer,BS,0,5,4
6,PO Fit,BS,0,1,3
6,PO Fit,BS,0,2,1
6,PO Fit,BS,0,3,4
6,WFC,BS,0,1,4
6,WFC,BS,0,2,1
6,WFC,BS,0,3,1
6,WFC,BS,0,4,1
6,WFC,BS,0,5,1
6,WFC,BS,0,6,1
7,CSE,BS,0,1,4
7,CSE,BS,0,2,3
7,CSE,BS,0,3,4
7,CSE,BS,0,4,5
7,CSE,BS,0,5,5
7,CSE,BS,0,6,4
7,CSE,BS,0,7,4
7,CSE,BS,0,8,3
7,CSE,BS,0,9,4
7,CSE,BS,0,10,3
7,CSE,BS,0,11,4
7,CSE,BS,0,12,4
7,ProIdent,BS,0,1,5
7,ProIdent,BS,0,2,5
7,ProIdent,BS,0,3,6
7,Motivation,BS,0,1,6
7,Motivation,BS,0,2,5
7,Motivation,BS,0,3,6
7,Motivation,BS,0,4,5
7,LMX,BS,0,1,5
7,LMX,BS,0,2,5
7,LMX,BS,0,3,4
7,LMX,BS,0,4,5
7,LMX,BS,0,5,3
7,LMX,BS,0,6,4
7,LMX,BS,0,7,4
7,Volunteer,BS,0,1,3
7,Volunteer,BS,0,2,4
7,Volunteer,BS,0,3,2
7,Volunteer,BS,0,4,3
7,Volunteer,BS,0,5,3
7,PO Fit,BS,0,1,3
7,PO Fit,BS,0,2,5
7,PO Fit,BS,0,3,3
7,WFC,BS,0,1,4
7,WFC,BS,0,2,3
7,WFC,BS,0,3,3
7,WFC,BS,0,4,2
7,WFC,BS,0,5,2
7,WFC,BS,0,6,3
8,CSE,BS,0,1,5
8,CSE,BS,0,2,3
8,CSE,BS,0,3,4
8,CSE,BS,0,4,2
8,CSE,BS,0,5,4
8,CSE,BS,0,6,2
8,CSE,BS,0,7,5
8,CSE,BS,0,8,2
8,CSE,BS,0,9,4
8,CSE,BS,0,10,2
8,CSE,BS,0,11,3
8,CSE,BS,0,12,1
8,ProIdent,BS,0,1,6
8,ProIdent,BS,0,2,6
8,ProIdent,BS,0,3,6
8,Motivation,BS,0,1,5
8,Motivation,BS,0,2,5
8,Motivation,BS,0,3,5
8,Motivation,BS,0,4,5
8,LMX,BS,0,1,5
8,LMX,BS,0,2,4
8,LMX,BS,0,3,4
8,LMX,BS,0,4,2
8,LMX,BS,0,5,2
8,LMX,BS,0,6,4
8,LMX,BS,0,7,3
8,Volunteer,BS,0,1,5
8,Volunteer,BS,0,2,5
8,Volunteer,BS,0,3,5
8,Volunteer,BS,0,4,5
8,Volunteer,BS,0,5,5
8,PO Fit,BS,0,1,4
8,PO Fit,BS,0,2,4
8,PO Fit,BS,0,3,4
8,WFC,BS,0,1,2
8,WFC,BS,0,2,2
8,WFC,BS,0,3,1
8,WFC,BS,0,4,1
8,WFC,BS,0,5,3
8,WFC,BS,0,6,3
9,CSE,BS,0,1,3
9,CSE,BS,0,2,1
9,CSE,BS,0,3,4
9,CSE,BS,0,4,3
9,CSE,BS,0,5,4
9,CSE,BS,0,6,2
9,CSE,BS,0,7,4
9,CSE,BS,0,8,3
9,CSE,BS,0,9,4
9,CSE,BS,0,10,2
9,CSE,BS,0,11,4
9,CSE,BS,0,12,2
9,ProIdent,BS,0,1,6
9,ProIdent,BS,0,2,6
9,ProIdent,BS,0,3,5
9,Motivation,BS,0,1,5
9,Motivation,BS,0,2,5
9,Motivation,BS,0,3,6
9,Motivation,BS,0,4,5
9,LMX,BS,0,1,4
9,LMX,BS,0,2,4
9,LMX,BS,0,3,4
9,LMX,BS,0,4,4
9,LMX,BS,0,5,4
9,LMX,BS,0,6,5
9,LMX,BS,0,7,5
9,Volunteer,BS,0,1,3
9,Volunteer,BS,0,2,3
9,Volunteer,BS,0,3,3
9,Volunteer,BS,0,4,3
9,Volunteer,BS,0,5,3
9,PO Fit,BS,0,1,4
9,PO Fit,BS,0,2,4
9,PO Fit,BS,0,3,4
9,WFC,BS,0,1,2
9,WFC,BS,0,2,2
9,WFC,BS,0,3,3
9,WFC,BS,0,4,2
9,WFC,BS,0,5,2
9,WFC,BS,0,6,2
10,CSE,BS,0,1,5
10,CSE,BS,0,2,4
10,CSE,BS,0,3,4
10,CSE,BS,0,4,5
10,CSE,BS,0,5,4
10,CSE,BS,0,6,3
10,CSE,BS,0,7,4
10,CSE,BS,0,8,4
10,CSE,BS,0,9,4
10,CSE,BS,0,10,3
10,CSE,BS,0,11,2
10,CSE,BS,0,12,4
10,ProIdent,BS,0,1,6
10,ProIdent,BS,0,2,6
10,ProIdent,BS,0,3,6
10,Motivation,BS,0,1,5
10,Motivation,BS,0,2,5
10,Motivation,BS,0,3,6
10,Motivation,BS,0,4,7
10,LMX,BS,0,1,4
10,LMX,BS,0,2,4
10,LMX,BS,0,3,4
10,LMX,BS,0,4,5
10,LMX,BS,0,5,4
10,LMX,BS,0,6,4
10,LMX,BS,0,7,5
10,Volunteer,BS,0,1,3
10,Volunteer,BS,0,2,3
10,Volunteer,BS,0,3,3
10,Volunteer,BS,0,4,3
10,Volunteer,BS,0,5,3
10,PO Fit,BS,0,1,4
10,PO Fit,BS,0,2,4
10,PO Fit,BS,0,3,5
10,WFC,BS,0,1,2
10,WFC,BS,0,2,2
10,WFC,BS,0,3,2
10,WFC,BS,0,4,4
10,WFC,BS,0,5,4
10,WFC,BS,0,6,4
11,CSE,BS,0,1,4
11,CSE,BS,0,2,4
11,CSE,BS,0,3,4
11,CSE,BS,0,4,4
11,CSE,BS,0,5,4
11,CSE,BS,0,6,4
11,CSE,BS,0,7,4
11,CSE,BS,0,8,2
11,CSE,BS,0,9,3
11,CSE,BS,0,10,2
11,CSE,BS,0,11,4
11,CSE,BS,0,12,3
11,ProIdent,BS,0,1,5
11,ProIdent,BS,0,2,5
11,ProIdent,BS,0,3,5
11,Motivation,BS,0,1,5
11,Motivation,BS,0,2,6
11,Motivation,BS,0,3,6
11,Motivation,BS,0,4,6
11,LMX,BS,0,1,4
11,LMX,BS,0,2,4
11,LMX,BS,0,3,4
11,LMX,BS,0,4,4
11,LMX,BS,0,5,4
11,LMX,BS,0,6,4
11,LMX,BS,0,7,4
11,Volunteer,BS,0,1,3
11,Volunteer,BS,0,2,3
11,Volunteer,BS,0,3,3
11,Volunteer,BS,0,4,3
11,Volunteer,BS,0,5,3
11,PO Fit,BS,0,1,5
11,PO Fit,BS,0,2,5
11,PO Fit,BS,0,3,5
11,WFC,BS,0,1,2
11,WFC,BS,0,2,2
11,WFC,BS,0,3,2
11,WFC,BS,0,4,2
11,WFC,BS,0,5,2
11,WFC,BS,0,6,2
12,CSE,BS,0,1,3
12,CSE,BS,0,2,3
12,CSE,BS,0,3,4
12,CSE,BS,0,4,1
12,CSE,BS,0,5,4
12,CSE,BS,0,6,2
12,CSE,BS,0,7,3
12,CSE,BS,0,8,2
12,CSE,BS,0,9,4
12,CSE,BS,0,10,3
12,CSE,BS,0,11,4
12,CSE,BS,0,12,1
12,ProIdent,BS,0,1,7
12,ProIdent,BS,0,2,5
12,ProIdent,BS,0,3,6
12,Motivation,BS,0,1,5
12,Motivation,BS,0,2,5
12,Motivation,BS,0,3,6
12,Motivation,BS,0,4,6
12,LMX,BS,0,1,3
12,LMX,BS,0,2,4
12,LMX,BS,0,3,3
12,LMX,BS,0,4,5
12,LMX,BS,0,5,3
12,LMX,BS,0,6,3
12,LMX,BS,0,7,3
12,Volunteer,BS,0,1,3
12,Volunteer,BS,0,2,3
12,Volunteer,BS,0,3,2
12,Volunteer,BS,0,4,3
12,Volunteer,BS,0,5,3
12,PO Fit,BS,0,1,4
12,PO Fit,BS,0,2,3
12,PO Fit,BS,0,3,2
12,WFC,BS,0,1,2
12,WFC,BS,0,2,2
12,WFC,BS,0,3,3
12,WFC,BS,0,4,2
12,WFC,BS,0,5,1
12,WFC,BS,0,6,1
13,CSE,BS,0,1,5
13,CSE,BS,0,2,2
13,CSE,BS,0,3,5
13,CSE,BS,0,4,2
13,CSE,BS,0,5,5
13,CSE,BS,0,6,3
13,CSE,BS,0,7,5
13,CSE,BS,0,8,1
13,CSE,BS,0,9,5
13,CSE,BS,0,10,1
13,CSE,BS,0,11,5
13,CSE,BS,0,12,1
13,ProIdent,BS,0,1,7
13,ProIdent,BS,0,2,7
13,ProIdent,BS,0,3,6
13,Motivation,BS,0,1,6
13,Motivation,BS,0,2,6
13,Motivation,BS,0,3,6
13,Motivation,BS,0,4,6
13,LMX,BS,0,1,4
13,LMX,BS,0,2,3
13,LMX,BS,0,3,4
13,LMX,BS,0,4,4
13,LMX,BS,0,5,4
13,LMX,BS,0,6,3
13,LMX,BS,0,7,3
13,Volunteer,BS,0,1,3
13,Volunteer,BS,0,2,3
13,Volunteer,BS,0,3,3
13,Volunteer,BS,0,4,3
13,Volunteer,BS,0,5,3
13,PO Fit,BS,0,1,4
13,PO Fit,BS,0,2,3
13,PO Fit,BS,0,3,3
13,WFC,BS,0,1,1
13,WFC,BS,0,2,1
13,WFC,BS,0,3,3
13,WFC,BS,0,4,1
13,WFC,BS,0,5,1
13,WFC,BS,0,6,3
14,CSE,BS,0,1,4
14,CSE,BS,0,2,1
14,CSE,BS,0,3,4
14,CSE,BS,0,4,2
14,CSE,BS,0,5,4
14,CSE,BS,0,6,4
14,CSE,BS,0,7,4
14,CSE,BS,0,8,2
14,CSE,BS,0,9,4
14,CSE,BS,0,10,2
14,CSE,BS,0,11,1
14,CSE,BS,0,12,1
14,ProIdent,BS,0,1,6
14,ProIdent,BS,0,2,4
14,ProIdent,BS,0,3,5
14,Motivation,BS,0,1,4
14,Motivation,BS,0,2,4
14,Motivation,BS,0,3,5
14,Motivation,BS,0,4,4
14,LMX,BS,0,1,4
14,LMX,BS,0,2,3
14,LMX,BS,0,3,4
14,LMX,BS,0,4,4
14,LMX,BS,0,5,2
14,LMX,BS,0,6,4
14,LMX,BS,0,7,4
14,Volunteer,BS,0,1,2
14,Volunteer,BS,0,2,2
14,Volunteer,BS,0,3,2
14,Volunteer,BS,0,4,2
14,Volunteer,BS,0,5,2
14,PO Fit,BS,0,1,4
14,PO Fit,BS,0,2,4
14,PO Fit,BS,0,3,4
14,WFC,BS,0,1,4
14,WFC,BS,0,2,4
14,WFC,BS,0,3,2
14,WFC,BS,0,4,2
14,WFC,BS,0,5,2
14,WFC,BS,0,6,2
15,CSE,BS,0,1,5
15,CSE,BS,0,2,4
15,CSE,BS,0,3,5
15,CSE,BS,0,4,4
15,CSE,BS,0,5,5
15,CSE,BS,0,6,4
15,CSE,BS,0,7,4
15,CSE,BS,0,8,3
15,CSE,BS,0,9,4
15,CSE,BS,0,10,2
15,CSE,BS,0,11,4
15,CSE,BS,0,12,2
15,ProIdent,BS,0,1,7
15,ProIdent,BS,0,2,7
15,ProIdent,BS,0,3,7
15,Motivation,BS,0,1,6
15,Motivation,BS,0,2,6
15,Motivation,BS,0,3,6
15,Motivation,BS,0,4,7
15,LMX,BS,0,1,3
15,LMX,BS,0,2,2
15,LMX,BS,0,3,4
15,LMX,BS,0,4,3
15,LMX,BS,0,5,2
15,LMX,BS,0,6,3
15,LMX,BS,0,7,4
15,Volunteer,BS,0,1,3
15,Volunteer,BS,0,2,3
15,Volunteer,BS,0,3,3
15,Volunteer,BS,0,4,3
15,Volunteer,BS,0,5,3
15,PO Fit,BS,0,1,4
15,PO Fit,BS,0,2,4
15,PO Fit,BS,0,3,4
15,WFC,BS,0,1,2
15,WFC,BS,0,2,2
15,WFC,BS,0,3,2
15,WFC,BS,0,4,4
15,WFC,BS,0,5,2
15,WFC,BS,0,6,4
16,CSE,BS,0,1,4
16,CSE,BS,0,2,2
16,CSE,BS,0,3,4
16,CSE,BS,0,4,4
16,CSE,BS,0,5,5
16,CSE,BS,0,6,2
16,CSE,BS,0,7,5
16,CSE,BS,0,8,2
16,CSE,BS,0,9,4
16,CSE,BS,0,10,2
16,CSE,BS,0,11,4
16,CSE,BS,0,12,2
16,ProIdent,BS,0,1,6
16,ProIdent,BS,0,2,6
16,ProIdent,BS,0,3,7
16,Motivation,BS,0,1,7
16,Motivation,BS,0,2,6
16,Motivation,BS,0,3,6
16,Motivation,BS,0,4,6
16,LMX,BS,0,1,4
16,LMX,BS,0,2,3
16,LMX,BS,0,3,4
16,LMX,BS,0,4,3
16,LMX,BS,0,5,3
16,LMX,BS,0,6,4
16,LMX,BS,0,7,5
16,Volunteer,BS,0,1,1
16,Volunteer,BS,0,2,1
16,Volunteer,BS,0,3,1
16,Volunteer,BS,0,4,5
16,Volunteer,BS,0,5,1
16,PO Fit,BS,0,1,5
16,PO Fit,BS,0,2,5
16,PO Fit,BS,0,3,5
16,WFC,BS,0,1,2
16,WFC,BS,0,2,2
16,WFC,BS,0,3,3
16,WFC,BS,0,4,2
16,WFC,BS,0,5,2
16,WFC,BS,0,6,2
17,CSE,BS,0,1,4
17,CSE,BS,0,2,2
17,CSE,BS,0,3,5
17,CSE,BS,0,4,2
17,CSE,BS,0,5,4
17,CSE,BS,0,6,3
17,CSE,BS,0,7,4
17,CSE,BS,0,8,1
17,CSE,BS,0,9,4
17,CSE,BS,0,10,2
17,CSE,BS,0,11,5
17,CSE,BS,0,12,2
17,ProIdent,BS,0,1,5
17,ProIdent,BS,0,2,5
17,ProIdent,BS,0,3,5
17,Motivation,BS,0,1,5
17,Motivation,BS,0,2,5
17,Motivation,BS,0,3,6
17,Motivation,BS,0,4,5
17,LMX,BS,0,1,3
17,LMX,BS,0,2,3
17,LMX,BS,0,3,3
17,LMX,BS,0,4,4
17,LMX,BS,0,5,3
17,LMX,BS,0,6,2
17,LMX,BS,0,7,3
17,Volunteer,BS,0,1,4
17,Volunteer,BS,0,2,4
17,Volunteer,BS,0,3,4
17,Volunteer,BS,0,4,4
17,Volunteer,BS,0,5,5
17,PO Fit,BS,0,1,4
17,PO Fit,BS,0,2,4
17,PO Fit,BS,0,3,3
17,WFC,BS,0,1,2
17,WFC,BS,0,2,2
17,WFC,BS,0,3,3
17,WFC,BS,0,4,2
17,WFC,BS,0,5,1
17,WFC,BS,0,6,3
18,CSE,BS,0,1,4
18,CSE,BS,0,2,3
18,CSE,BS,0,3,4
18,CSE,BS,0,4,2
18,CSE,BS,0,5,4
18,CSE,BS,0,6,3
18,CSE,BS,0,7,5
18,CSE,BS,0,8,2
18,CSE,BS,0,9,4
18,CSE,BS,0,10,2
18,CSE,BS,0,11,4
18,CSE,BS,0,12,2
18,ProIdent,BS,0,1,7
18,ProIdent,BS,0,2,7
18,ProIdent,BS,0,3,6
18,Motivation,BS,0,1,7
18,Motivation,BS,0,2,7
18,Motivation,BS,0,3,7
18,Motivation,BS,0,4,7
18,LMX,BS,0,1,5
18,LMX,BS,0,2,5
18,LMX,BS,0,3,5
18,LMX,BS,0,4,5
18,LMX,BS,0,5,4
18,LMX,BS,0,6,5
18,LMX,BS,0,7,4
18,Volunteer,BS,0,1,5
18,Volunteer,BS,0,2,5
18,Volunteer,BS,0,3,4
18,Volunteer,BS,0,4,4
18,Volunteer,BS,0,5,4
18,PO Fit,BS,0,1,4
18,PO Fit,BS,0,2,4
18,PO Fit,BS,0,3,4
18,WFC,BS,0,1,1
18,WFC,BS,0,2,2
18,WFC,BS,0,3,1
18,WFC,BS,0,4,2
18,WFC,BS,0,5,2
18,WFC,BS,0,6,2
19,CSE,BS,0,1,4
19,CSE,BS,0,2,3
19,CSE,BS,0,3,4
19,CSE,BS,0,4,1
19,CSE,BS,0,5,4
19,CSE,BS,0,6,1
19,CSE,BS,0,7,5
19,CSE,BS,0,8,1
19,CSE,BS,0,9,5
19,CSE,BS,0,10,1
19,CSE,BS,0,11,4
19,CSE,BS,0,12,1
19,ProIdent,BS,0,1,7
19,ProIdent,BS,0,2,6
19,ProIdent,BS,0,3,7
19,Motivation,BS,0,1,6
19,Motivation,BS,0,2,6
19,Motivation,BS,0,3,7
19,Motivation,BS,0,4,7
19,LMX,BS,0,1,5
19,LMX,BS,0,2,5
19,LMX,BS,0,3,5
19,LMX,BS,0,4,4
19,LMX,BS,0,5,4
19,LMX,BS,0,6,5
19,LMX,BS,0,7,4
19,Volunteer,BS,0,1,3
19,Volunteer,BS,0,2,4
19,Volunteer,BS,0,3,4
19,Volunteer,BS,0,4,4
19,Volunteer,BS,0,5,3
19,PO Fit,BS,0,1,3
19,PO Fit,BS,0,2,3
19,PO Fit,BS,0,3,4
19,WFC,BS,0,1,4
19,WFC,BS,0,2,1
19,WFC,BS,0,3,3
19,WFC,BS,0,4,1
19,WFC,BS,0,5,1
19,WFC,BS,0,6,3
20,CSE,BS,0,1,5
20,CSE,BS,0,2,4
20,CSE,BS,0,3,4
20,CSE,BS,0,4,2
20,CSE,BS,0,5,4
20,CSE,BS,0,6,4
20,CSE,BS,0,7,4
20,CSE,BS,0,8,4
20,CSE,BS,0,9,4
20,CSE,BS,0,10,3
20,CSE,BS,0,11,4
20,CSE,BS,0,12,4
20,ProIdent,BS,0,1,6
20,ProIdent,BS,0,2,6
20,ProIdent,BS,0,3,6
20,Motivation,BS,0,1,6
20,Motivation,BS,0,2,6
20,Motivation,BS,0,3,6
20,Motivation,BS,0,4,6
20,LMX,BS,0,1,4
20,LMX,BS,0,2,4
20,LMX,BS,0,3,3
20,LMX,BS,0,4,4
20,LMX,BS,0,5,3
20,LMX,BS,0,6,3
20,LMX,BS,0,7,4
20,Volunteer,BS,0,1,3
20,Volunteer,BS,0,2,3
20,Volunteer,BS,0,3,2
20,Volunteer,BS,0,4,4
20,Volunteer,BS,0,5,3
20,PO Fit,BS,0,1,4
20,PO Fit,BS,0,2,4
20,PO Fit,BS,0,3,4
20,WFC,BS,0,1,4
20,WFC,BS,0,2,2
20,WFC,BS,0,3,2
20,WFC,BS,0,4,2
20,WFC,BS,0,5,2
20,WFC,BS,0,6,2
21,CSE,BS,0,1,4
21,CSE,BS,0,2,4
21,CSE,BS,0,3,4
21,CSE,BS,0,4,4
21,CSE,BS,0,5,4
21,CSE,BS,0,6,2
21,CSE,BS,0,7,3
21,CSE,BS,0,8,2
21,CSE,BS,0,9,4
21,CSE,BS,0,10,2
21,CSE,BS,0,11,4
21,CSE,BS,0,12,4
21,ProIdent,BS,0,1,7
21,ProIdent,BS,0,2,7
21,ProIdent,BS,0,3,7
21,Motivation,BS,0,1,3
21,Motivation,BS,0,2,3
21,Motivation,BS,0,3,3
21,Motivation,BS,0,4,3
21,LMX,BS,0,1,3
21,LMX,BS,0,2,2
21,LMX,BS,0,3,3
21,LMX,BS,0,4,3
21,LMX,BS,0,5,2
21,LMX,BS,0,6,3
21,LMX,BS,0,7,4
21,Volunteer,BS,0,1,3
21,Volunteer,BS,0,2,3
21,Volunteer,BS,0,3,3
21,Volunteer,BS,0,4,3
21,Volunteer,BS,0,5,3
21,PO Fit,BS,0,1,3
21,PO Fit,BS,0,2,4
21,PO Fit,BS,0,3,4
21,WFC,BS,0,1,4
21,WFC,BS,0,2,4
21,WFC,BS,0,3,2
21,WFC,BS,0,4,2
21,WFC,BS,0,5,2
21,WFC,BS,0,6,2
22,CSE,BS,0,1,5
22,CSE,BS,0,2,2
22,CSE,BS,0,3,5
22,CSE,BS,0,4,3
22,CSE,BS,0,5,5
22,CSE,BS,0,6,2
22,CSE,BS,0,7,5
22,CSE,BS,0,8,2
22,CSE,BS,0,9,5
22,CSE,BS,0,10,2
22,CSE,BS,0,11,5
22,CSE,BS,0,12,2
22,ProIdent,BS,0,1,5
22,ProIdent,BS,0,2,6
22,ProIdent,BS,0,3,5
22,Motivation,BS,0,1,5
22,Motivation,BS,0,2,6
22,Motivation,BS,0,3,6
22,Motivation,BS,0,4,6
22,LMX,BS,0,1,5
22,LMX,BS,0,2,5
22,LMX,BS,0,3,5
22,LMX,BS,0,4,5
22,LMX,BS,0,5,5
22,LMX,BS,0,6,4
22,LMX,BS,0,7,4
22,Volunteer,BS,0,1,5
22,Volunteer,BS,0,2,5
22,Volunteer,BS,0,3,5
22,Volunteer,BS,0,4,5
22,Volunteer,BS,0,5,5
22,PO Fit,BS,0,1,5
22,PO Fit,BS,0,2,5
22,PO Fit,BS,0,3,5
22,WFC,BS,0,1,1
22,WFC,BS,0,2,1
22,WFC,BS,0,3,5
22,WFC,BS,0,4,3
22,WFC,BS,0,5,1
22,WFC,BS,0,6,2
23,CSE,BS,0,1,4
23,CSE,BS,0,2,5
23,CSE,BS,0,3,5
23,CSE,BS,0,4,3
23,CSE,BS,0,5,4
23,CSE,BS,0,6,5
23,CSE,BS,0,7,4
23,CSE,BS,0,8,4
23,CSE,BS,0,9,4
23,CSE,BS,0,10,2
23,CSE,BS,0,11,5
23,CSE,BS,0,12,3
